Title,View,Like,Dislike,Category
Arch Conf 2020 - Custom Kernels on Edge Devices in 2020,405 views,8,0,Programming
Fragmente einer Utopie: Wie könnte eine nachhaltig digitalisierte Gesellschaft 2030 aussehen?,"4,697 views",86,58,Programming
Datenschutz für Aktivist*innen,"3,940 views",102,32,Programming
Philosophisches Frühstück,"1,982 views",15,19,Programming
"""Gott würfelt nicht!""","8,493 views",101,57,Programming
Kooperation Gegen Polizeigewalt,"3,793 views",143,93,Programming
Program Launch - PG Certificate in Software Engineering for Data Science | IIIT Hyderabad,"2,499 views",245,10,Programming
Seaborn Python Tutorial | Python Tutorial for Beginners | Learn Python | Great Learning,297 views,33,0,Programming
Salary Prediction based on experience using ML | Machine Learning project | Great Learning,"1,181 views",71,2,Programming
Matplotlib Python Tutorial | Matplotlib Tutorial | Python Tutorial | Great Learning,"1,361 views",75,1,Programming
Pandas Python tutorial | Python Tutorial for Beginner | Python Programming | Great Learning,"2,171 views",114,1,Programming
Case statement in MySQL | MySQL Tutorial For beginners | Great Learning,836 views,44,0,Programming
Pattern matching and null value concept in MySQL | MySQL Tutorial For beginners | Great Learning,578 views,26,3,Programming
Python Tutorial - Python for Beginners [2020],"328,689 views",12K,120,Programming
Flutter vs React Native - Will Flutter Kill React Native?,"163,212 views",5.6K,215,Programming
Mosh's Christmas Present to You (2019),"117,803 views",2.2K,62,Programming
React vs Angular vs Vue: What to Learn to Get a Front-end Job,"141,815 views",4.4K,119,Programming
Visual Studio Code Full Course - VS Code for Beginners,"46,857 views",2.3K,65,Programming
Microsoft Excel Tutorial for Beginners - Full Course,"70,089 views",3.8K,25,Programming
Code 15 React Projects - Complete Course,"66,733 views",3.1K,29,Programming
Reviewing Your Website Designs Live - with Gary Simon,"19,877 views",706,16,Programming
Intro to Object Oriented Programming - Crash Course,"94,626 views",4.4K,59,Programming
Education Post Covid,"5,624 views",526,14,Programming
Python for Data Science Live on Great Learning Academy,"28,583 views",1.1K,24,Programming
Macbook Pro 2020 13 inch | is it worth it?,"37,498 views",1.1K,102,Programming
Telusko Live Stream,"20,526 views",1K,17,Programming
DENO is here | DONE with NODE?,"20,287 views",732,21,Programming
CRUD REST API using Node | Express | MongoDB,"46,945 views",1.1K,38,Programming
Learning 3X,"20,150 views",968,20,Programming
Dockerize Django App,"10,913 views",264,5,Programming
Python Pandas Tutorial (Part 10): Working with Dates and Time Series Data,"53,324 views",1.8K,8,Programming
Python Pandas Tutorial (Part 9): Cleaning Data - Casting Datatypes and Handling Missing Values,"43,012 views",1.6K,5,Programming
"Python Pandas Tutorial (Part 3): Indexes - How to Set, Reset, and Use Indexes","85,667 views",2.8K,8,Programming
Python Data Science Tutorial: Analyzing the 2019 Stack Overflow Developer Survey,"35,060 views",1.1K,4,Programming
Matplotlib Tutorial (Part 8): Plotting Time Series Data,"58,504 views",1.3K,8,Programming
Introduction to Stacks and Queues (Data Structures & Algorithms #12),"16,952 views",808,7,Programming
Best Resources for Learning Machine Learning? What Is ML Anyway? Q&A with ML Engineers!,"128,985 views",4.7K,59,Programming
Using Dynamic Programming to Solve a Real-World Problem! | Build a Startup #5,"104,155 views",2.3K,38,Programming
Making a To-Do App with Django | Web Development Tutorial | Build a Startup #3,"233,244 views",4K,67,Programming
Best laptops for programming? How to get a job at Google? - And other FAQ’s!,"1,199,394 views",33K,952,Programming
🔴 Let’s Build Twitch Clone for Beginners with React,"13,233 views",554,17,Programming
Chill lo-fi beats to code/study to | Clever Programmer,"10,709 views",448,14,Programming
"🔴 How to Earn $1,000 as a Freelance Developer in 30 days (Part 2)","17,760 views",768,25,Programming
🔴 Learn web development as an absolute beginner (2021),"25,776 views",1.3K,34,Programming
🔴 Top 8 Common Interview Questions and Answers to CRACK an Interview,"8,260 views",391,13,Programming
PMP® Certification Cost | How Much Does The PMP® Certification Cost | PMP® Exam Fee | Edureka,323 views,29,1,Programming
Project Manager Roles and Responsibilities | Project Manager Salary | Edureka | PMP Rewind - 3,"1,497 views",73,2,Programming
Data Structures in Python | Data Structures and Algorithms in Python | Edureka | Python Live - 5,"3,137 views",131,6,Programming
Python Sets Tutorial | Sets in Python | Python Sets | Python Programming | Edureka | Python Rewind-3,"1,281 views",54,0,Programming
AWS Lambda Tutorial | Lambda Function in AWS | AWS Lambda | AWS Training | Edureka | AWS Live - 3,"2,902 views",85,1,Programming
Python API | What Is API | HTTP Request And Response | Python Programming For Beginners | Edureka,"5,708 views",226,9,Programming
Top Soft Skills You Must Learn In 2021 | Soft Skills For High Paying Jobs In 2021 | Edureka,"7,314 views",299,8,Programming
Top RPA Tools in 2020 | RPA tools | RPA tutorials | RPA Training | Edureka | RPA Live - 4,"1,094 views",28,0,Programming
LOD Expressions in Tableau | Level of Detail in Tableau | Edureka | Tableau Rewind - 3,"1,817 views",38,2,Programming
Python Functions | Python Tutorial #14,102 views,6,0,Programming
Python While Loops | Python Tutorial #13,71 views,4,0,Programming
Python Loops | Python Tutorial #12,66 views,6,0,Programming
Python Lists | Python Tutorial #11,52 views,3,0,Programming
Python If Statements | Python Tutorial #10,68 views,5,0,Programming
Working with Numbers | Python Tutorial #8,25 views,1,0,Programming
Python Strings | Python Tutorial #7,31 views,2,0,Programming
Python Variables | Python Tutorial #6,38 views,4,0,Programming
Your First Python Program | Python Tutorial #5,82 views,7,0,Programming
Create Your First Python Project | Python Tutorial #4,67 views,3,0,Programming
How To Install VSCode - Python Tutorial #3,92 views,5,0,Programming
How to Install Python | Python Tutorial #2,248 views,29,1,Programming
You Need to Learn How to Code Right Now! | Python Tutorial #1,283 views,41,1,Programming
Build a Python App That Tells Jokes,"4,444 views",345,8,Programming
Top 7 Career Advice For New Programmers,"13,951 views",1.5K,15,Programming
I almost quit my computer science degree and I am glad I didn't,"13,530 views",602,11,Programming
WHEN CODING TURNS INTO COMEDY,"8,731 views",640,12,Programming
Awesome 3D ANIMATION Javascript Tutorial!,"204,209 views",11K,110,Programming
React Course Is Coming! Life Update.,"29,295 views",1.8K,31,Programming
Programming Tech I Like and Dislike,"57,270 views",4.2K,108,Programming
Best WideScreen Monitor For Programming - LG 34WN750,"184,317 views",4.2K,171,Programming
Health Update - Programming Can Be Painful,"29,960 views",2.3K,25,Programming
The Power Of JSX | Learn React For Beginners Part 2,"24,965 views",1.2K,14,Programming
React vs Vanilla Javascript | Learn React For Beginners Part 1,"75,227 views",4.5K,76,Programming
Simple Coffee Flat Illustration Tutorial,"21,424 views",777,12,Programming
Reviewing Your Websites and Designs!,"46,109 views",1.7K,36,Programming
Build One Color UI Responsive Website Tutorial (HTML5 & CSS3),"175,916 views",6.5K,59,Programming
Rocket Flat Illustration Tutorial,"28,674 views",1.1K,17,Programming
A New Beginning & Gear Review,"35,211 views",1.8K,26,Programming
Don't do this if you are a programmer.,"84,087 views",7.4K,69,Programming
1 Important Thing To Know As A Developer,"55,475 views",4.7K,33,Programming
I Designed A Website Using Only 1 COLOR,"57,471 views",2.4K,56,Programming
Blend Images Together Easily Tutorial | Affinity Photo,"12,999 views",534,12,Programming
I Design a Website In 10 Minutes,"79,342 views",3.7K,134,Programming
Affinity Photo Tutorial For Beginners | Neon Lights,"14,728 views",709,9,Programming
Adobe Am I Switching Back?,"34,713 views",1.2K,58,Programming
Django & React Tutorial #4 - React Router and Building Components,"8,317 views",381,4,Programming
Django & React Tutorial #1 - Full Stack Web App With Python & JavaScript,"41,581 views",2.6K,15,Programming
The Most Popular Programming Languages & Their Uses (2020),"62,141 views",1.9K,35,Programming
Exciting Advancements in Conversational AI (NVIDIA NeMo),"15,179 views",784,16,Programming
Showcasing Your Programming Projects - Code Jam Winners and Top Projects,"23,680 views",1.1K,16,Programming
5 Reasons Why You Should Learn to Code!,"12,698 views",840,7,Programming
Time Series Forecasting 7 : SARIMAX,"1,309 views",30,2,Programming
Time Series Forecasting 5 : ARIMA Prediction,"1,494 views",42,2,Programming
Linear Algebra 29 : Final Video,"2,037 views",75,0,Programming
Linear Algebra 28 : Eigenvalues and Eigenvectors,"1,509 views",52,2,Programming
Linear Algebra 26 : Orthonormal Basis,"1,177 views",47,1,Programming
Time Series Analysis Holt Winters,"2,612 views",78,1,Programming
Time Series Analysis StatsModels,"2,662 views",83,1,Programming
Linear Algebra 25 : Change of Basis Matrix,"1,600 views",60,0,Programming
Linear Algebra 23 : Projections on Any Subspace,"1,495 views",56,0,Programming
Linear Algebra 21 : 4 Fundamental Subspaces,"1,701 views",75,0,Programming
Linear Algebra 19 : Find Area with Determinants,"1,323 views",64,0,Programming
Linear Algebra 17 : Determinants,"1,515 views",75,0,Programming
Linear Algebra 16 : Linear Transformation Projections,"1,249 views",61,0,Programming
node js bangla tutorial 5 : http server,"1,216 views",76,0,Programming
node js bangla tutorial 4 : fs module,"1,031 views",74,1,Programming
CSS3 Bangla Tutorial 62 : Restaurant project (part-2),"1,298 views",59,0,Programming
CSS3 Bangla Tutorial 61 : Restaurant project (part-1),"1,536 views",79,2,Programming
Bootstrap Bangla Tutorial 22 : Project (part-4) | tutorial section,805 views,39,0,Programming
Bootstrap Bangla Tutorial 0 : Welcome to Bootstrap 5 and 4,"4,422 views",249,1,Programming
Bootstrap Bangla Tutorial 20 : Project (part-2) | feature design,"1,220 views",58,0,Programming
Bootstrap Bangla Tutorial 18 : Carousel,"1,566 views",72,1,Programming
"javascript bangla tutorial 46 : Arrow function (part-2) | arrow with map,filter","1,267 views",63,1,Programming
Bootstrap Bangla Tutorial 16 : Table,"1,128 views",73,1,Programming
Bootstrap Bangla Tutorial 15 : media object,"1,221 views",69,0,Programming
Bootstrap Bangla Tutorial 12 : Toggleable dynamic tab and pill,"1,522 views",92,2,Programming
Bootstrap Bangla Tutorial 11 : Navigation menu | Nav,"1,676 views",88,0,Programming
Bootstrap Bangla Tutorial 10 : collapse and pagination,"1,717 views",90,1,Programming
"Review nhẹ các ngôn ngữ, công nghệ, framework mà mình đã và đang dùng kiếm cơm","39,243 views",1.6K,17,Programming
Kèo 7 ván Solo Code cực căng - Tôi Đi Code Dạo vs Codeaholicguy,"78,203 views",1.2K,14,Programming
"Tìm hiểu về ngành Data, AI/Machine Learning cùng anh Cảnh Grab Singapore","22,193 views",801,13,Programming
How to know when to leave your Software Engineering Job // Muko's Corner,"32,505 views",1.4K,23,Programming
"Bullet Journal With Me // Weekly Spread for Task Organization, Journaling, Habit Tracking (asmr)","14,466 views",554,25,Programming
Being Bilingual in English and Japanese,"170,417 views",7.6K,86,Programming
Critiquing My First Resume from College,"38,731 views",1.8K,24,Programming
"Bored of Coding, If I’d Ever Move to Japan, and My Advice for Minorities in Tech // Q&A","62,051 views",1.9K,44,Programming
How to Choose a Coding Bootcamp,"46,350 views",1.5K,26,Programming
"How to make Miso Soup, Baking Bread, Gardening // Quarantine Vlog","19,573 views",864,9,Programming
My College Advice for Computer Science Majors (after graduating 6 years ago),"132,234 views",5.9K,72,Programming
How To Build A Simple Card Game With JavaScript,"12,116 views",681,8,Programming
How To Use Mapbox To Create A Google Maps Clone Quickly,"15,474 views",1.1K,10,Programming
How To Get Started With Open Source,"13,412 views",932,12,Programming
Learn CSS Animation In 15 Minutes,"23,687 views",1.6K,9,Programming
How To Create A Messaging App With Socket.io And React,"65,776 views",3.2K,35,Programming
What is an API in 5 Minutes? (like ACTUALLY),"7,887 views",516,12,Programming
The Myth of the Passionate Developer | Passion is Overrated,"15,201 views",921,13,Programming
Re-inventing Whatsdev | back on the street,"3,371 views",247,7,Programming
Top 3 EASIEST and HIGHLY-PAID Programming Languages to Learn in 2019,"54,486 views",2K,259,Programming
3 Steps to ACTUALLY Land Your FIRST Developer Job in 8 MONTHS!,"20,845 views",1.3K,15,Programming
"How to Make $1,000 Per Month With Code Easily","36,852 views",1.4K,57,Programming
Are Coding Bootcamps Worth it? Should You Do It?,"6,926 views",393,2,Programming
How Long Does It Take to Become a Web Developer 2018,"184,611 views",5.4K,243,Programming
CodersRank For Sourcing Developers (Demo),"10,300 views",11,3,Programming
CodersRank - Who We Are,"2,109 views",29,2,Programming
Most Popular JavaScript Frameworks 2012-2019,"316,152 views",878,42,Programming
Learn Basic Math for Data Analysis,869 views,30,11,Programming
The Importance of Pronouns – Intro to Gender & Sexuality,950 views,LIKE,DISLIKE,Programming
Intro to Workspaces and PHP Code,659 views,29,0,Programming
What to Expect with JavaScript Basics,"1,133 views",44,0,Programming
What is HTML?,"1,880 views",109,1,Programming
Refactoring with React Hooks Tutorial with Guil Hernandez,"1,240 views",42,1,Programming
How to Learn Online Like a Pro with Treehouse's Guil Hernandez,992 views,60,0,Programming
Introduction to Computer Science with Vaidehi Joshi - Treehouse Festival,"1,376 views",79,2,Programming
"Learn with Treehouse! Learn to code, gain a new skill, transform your life. (teamtreehouse.com)","14,944 views",36,2,Programming
Transform your life at the Treehouse Festival,"1,503 views",42,2,Programming
HTML and CSS... for Kids! with Anwar and Amina,"1,582 views",43,1,Programming
Accessibility for UX Designers,"1,711 views",40,1,Programming
"Design Q&A with Hope Armstrong: Freelance Pricing, Job Searching, and the History of UX","1,069 views",37,0,Programming
Building a Home Automation App - Set Up a Database - with Megan Amendola,"2,768 views",66,0,Programming
